motherid,sdate,edate,seventtype,eeventtype,locationid,location,episode_id
CAM095007,2003-10-15,2006-05-05,2,2,CAM138,2,8602
CAM095007,2006-05-05,2009-07-15,2,2,CAM138,2,8603
CAM095010,1995-11-28,2000-05-15,3,2,CAM095,2,8604
CAM095010,2000-05-15,2003-09-15,2,2,CAM095,2,8605
CAM095013,1995-11-28,1996-06-15,3,2,SGS064,2,8606
CAM095013,1996-06-15,1998-05-15,2,2,SGS064,2,8607
CAM095015,1995-11-28,1997-01-15,3,2,CAM095,2,8608
CAM095015,1995-11-28,1997-01-15,3,2,CAU011,2,8609
CAM095015,1997-01-15,1997-08-15,2,2,CAM095,2,8610
CAM095015,1997-01-15,1997-08-15,2,2,CAU011,2,8611
CAM095015,1999-11-15,2000-08-15,2,2,CAM095,2,8612
CAM095015,1999-11-15,2000-08-15,2,2,CAU011,2,8613
CAM095018,1997-06-30,2018-01-15,2,2,CAM095,2,8614
CAM096005,1995-12-04,1996-09-15,3,2,CAL031,2,8615
CAM096005,1996-09-15,1998-11-15,2,2,CAL031,2,8616
CAM096005,1998-11-15,2000-08-15,2,2,CAL031,2,8617
CAM096011,1997-02-15,1998-02-15,2,2,CAE032,2,8618
CAM096011,1998-04-15,2009-09-15,2,2,CAE032,2,8619
CAM096011,2010-06-15,2017-11-15,2,2,CAE032,2,8620
CAM097002,1995-11-27,2000-02-15,3,2,CAM097,2,8621
CAM097002,1995-11-27,2000-02-15,3,2,WEB070,1,8622
CAM097002,2000-02-15,2014-04-15,2,2,CAM097,2,8623
CAM097002,2000-02-15,2014-04-15,2,2,WEB070,1,8624
CAM097038,2007-07-15,2010-11-15,2,2,CAM097,2,8625
CAM097046,2010-06-15,2019-06-15,2,2,CAM097,2,8626
CAM097049,2012-01-15,2016-02-15,2,2,CAM097,2,8627
CAM097059,NA,NA,NA,NA,CAM097,2,8628
CAM098022,2012-02-15,2014-07-02,2,2,CAM098,2,8629
CAM098026,NA,NA,NA,NA,CAM098,2,8630
CAM099021,1996-02-19,2004-03-15,3,2,CAM099,2,8631
CAM099023,1997-09-15,2019-03-05,2,1,CAM099,2,8632
CAM099029,2000-10-15,2005-05-15,2,2,CAB070,2,8633
CAM099029,2000-10-15,2005-05-15,2,2,CAM099,2,8634
CAM099029,2006-03-15,2008-07-16,2,2,CAB070,2,8635
CAM099029,2006-03-15,2008-07-16,2,2,CAM099,2,8636
CAM099037,NA,NA,NA,NA,CAM099,2,8637
CAM099042,NA,NA,NA,NA,CAM099,2,8638
CAM099054,NA,NA,NA,NA,CAM099,2,8639
CAM102002,1996-03-12,2001-06-15,3,2,CAM102,2,8640
CAM102002,1996-03-12,2001-06-15,3,2,CAM124,2,8641
CAM102002,2001-06-15,2006-09-15,2,2,CAM102,2,8642
CAM102002,2001-06-15,2006-09-15,2,2,CAM124,2,8643
CAM102007,1996-03-12,1998-01-05,3,2,CAP012,2,8644
CAM102007,1998-01-05,2005-06-15,2,2,CAP012,2,8645
CAM102007,2005-06-15,2006-05-15,2,2,CAP012,2,8646
CAM102011,1996-10-15,2001-05-15,2,2,CAA032,2,8647
CAM102011,1996-10-15,2001-05-15,2,2,CAM102,2,8648
CAM102011,2001-05-15,2004-12-15,2,2,CAA032,2,8649
CAM102011,2001-05-15,2004-12-15,2,2,CAM102,2,8650
CAM102011,2004-12-15,2012-04-15,2,2,CAA032,2,8651
CAM102011,2004-12-15,2012-04-15,2,2,CAM102,2,8652
CAM102025,NA,NA,NA,NA,CAM102,2,8653
CAM102026,NA,NA,NA,NA,CAM102,2,8654
CAM103015,1996-03-12,2002-06-15,3,2,CAM103,2,8655
CAM103023,1999-01-23,2000-01-15,2,2,CAI044,2,8656
CAM103023,2001-01-15,2019-06-15,2,2,CAI044,2,8657
CAM103025,1999-09-15,2013-05-15,2,2,CAM103,2,8658
CAM103039,2010-10-09,2011-12-15,2,2,CAM103,2,8659
CAM103044,NA,NA,NA,NA,CAM103,2,8660
CAM104009,NA,NA,NA,NA,CAM104,2,8661
CAM104010,NA,NA,NA,NA,CAM104,2,8662
CAM104011,1996-03-12,2001-03-15,3,2,CAM104,2,8663
CAM104011,2001-12-15,2005-11-15,2,2,CAM104,2,8664
CAM104013,2011-09-15,2018-12-15,2,2,CAM104,2,8665
CAM104025,2003-02-15,2004-12-15,2,2,CAM104,2,8666
CAM104025,2004-12-15,2005-09-13,2,2,CAM104,2,8667
CAM104026,2003-03-15,2004-10-16,2,2,CAM098,2,8668
CAM104026,2004-10-16,2020-06-15,2,2,CAM098,2,8669
CAM104047,NA,NA,NA,NA,CAM104,2,8670
CAM104050,NA,NA,NA,NA,CAM104,2,8671
CAM104059,NA,NA,NA,NA,CAM104,2,8672
CAM105005,1996-03-12,2000-07-15,3,2,CAM105,2,8673
CAM105005,1996-03-12,2000-07-15,3,2,CAM105,1,8674
CAM105005,1996-03-12,2000-07-15,3,2,WFF044,2,8675
CAM105005,2000-07-15,2003-11-15,2,2,CAM105,2,8676
CAM105005,2000-07-15,2003-11-15,2,2,CAM105,1,8677
CAM105005,2000-07-15,2003-11-15,2,2,WFF044,2,8678
CAM105005,2003-11-15,2011-12-15,2,2,CAM105,2,8679
CAM105005,2003-11-15,2011-12-15,2,2,CAM105,1,8680
CAM105005,2003-11-15,2011-12-15,2,2,WFF044,2,8681
CAM105005,2011-12-15,2016-03-15,2,2,CAM105,2,8682
CAM105005,2011-12-15,2016-03-15,2,2,CAM105,1,8683
CAM105005,2011-12-15,2016-03-15,2,2,WFF044,2,8684
CAM105005,2016-03-15,2017-12-15,2,2,CAM105,2,8685
CAM105005,2016-03-15,2017-12-15,2,2,CAM105,1,8686
CAM105005,2016-03-15,2017-12-15,2,2,WFF044,2,8687
CAM105007,NA,NA,NA,NA,CAM105,2,8688
CAM105012,1996-03-12,2006-09-15,3,2,CAM105,2,8689
CAM105012,2007-05-24,2008-03-15,2,2,CAM105,2,8690
CAM105014,1996-03-12,1997-03-15,3,2,SAJ079,2,8691
CAM105014,1996-03-12,1997-03-15,3,2,SAJ079,1,8692
CAM105014,1998-02-15,2006-06-15,2,2,SAJ079,2,8693
CAM105014,1998-02-15,2006-06-15,2,2,SAJ079,1,8694
CAM105034,2011-07-15,2013-05-15,2,2,CAM105,2,8695
CAM106004,1996-03-12,2006-04-06,3,1,CAM106,2,8696
CAM106005,NA,NA,NA,NA,CAM106,2,8697
CAM106016,1996-08-15,1999-08-15,2,2,CAF064,2,8698
CAM106016,1999-08-15,2000-04-15,2,2,CAF064,2,8699
CAM106016,2000-04-15,2001-02-15,2,2,CAF064,2,8700
CAM106016,2001-05-15,2002-06-15,2,2,CAF064,2,8701
CAM106016,2002-11-15,2005-01-20,2,2,CAF064,2,8702
CAM106027,NA,NA,NA,NA,CAM106,2,8703
CAM107006,NA,NA,NA,NA,CAM107,2,8704
CAM107008,2012-04-15,2015-03-27,2,2,CAM107,2,8705
CAM107008,2015-05-15,2017-12-15,2,2,CAM107,2,8706
CAM107010,1996-03-12,1997-02-15,3,2,TBA092,1,8707
CAM107010,1996-03-12,1997-02-15,3,2,TBA092,2,8708
CAM107010,1997-06-15,2001-07-15,2,2,TBA092,1,8709
CAM107010,1997-06-15,2001-07-15,2,2,TBA092,2,8710
CAM107010,2002-12-31,2003-04-15,2,2,TBA092,1,8711
CAM107010,2002-12-31,2003-04-15,2,2,TBA092,2,8712
CAM107010,2007-03-21,2008-06-15,2,2,TBA092,1,8713
CAM107010,2007-03-21,2008-06-15,2,2,TBA092,2,8714
CAM107010,2008-06-15,2009-09-15,2,2,TBA092,1,8715
CAM107010,2008-06-15,2009-09-15,2,2,TBA092,2,8716
CAM107010,2009-09-15,2011-05-15,2,2,TBA092,1,8717
CAM107010,2009-09-15,2011-05-15,2,2,TBA092,2,8718
CAM107011,1996-03-12,1999-04-15,3,2,CAM107,2,8719
CAM107011,2000-09-23,2011-07-15,2,2,CAM107,2,8720
CAM107011,2010-10-15,2015-05-15,2,2,CAM107,2,8721
CAM107018,2001-03-15,2004-06-15,2,2,CAA040,2,8722
CAM107018,2001-03-15,2004-06-15,2,2,CAM107,2,8723
CAM107018,2004-06-15,2009-05-15,2,2,CAA040,2,8724
CAM107018,2004-06-15,2009-05-15,2,2,CAM107,2,8725
CAM107047,2009-03-05,2011-08-15,2,2,CAM107,2,8726
CAM108004,1996-05-10,2002-05-15,3,2,CAF060,2,8727
CAM108004,2002-06-15,2002-07-15,2,2,CAF060,2,8728
CAM108004,2002-07-15,2004-12-15,2,2,CAF060,2,8729
CAM108004,2004-12-15,2007-04-25,2,2,CAF060,2,8730
CAM108031,2011-01-15,2017-01-15,2,2,CAM108,2,8731
CAM109009,1996-05-10,1999-08-15,3,2,CAM109,2,8732
CAM109009,2000-01-15,2000-06-15,2,2,CAM109,2,8733
CAM109009,2001-11-15,2017-07-15,2,2,CAM109,2,8734
CAM109009,2017-07-15,2019-09-15,2,2,CAM109,2,8735
CAM109012,1995-06-15,2006-06-10,2,2,NGE055,1,8736
CAM109012,2013-12-15,2014-07-15,2,2,NGE055,1,8737
CAM110018,2011-08-15,2016-01-15,2,2,CAM110,2,8738
CAM110020,NA,NA,NA,NA,CAM110,2,8739
CAM110024,2015-10-15,2019-06-15,2,2,CAM110,2,8740
CAM111006,2000-04-15,2000-11-15,2,2,CAM111,2,8741
CAM111006,2000-04-15,2000-11-15,2,2,CAM095,2,8742
CAM112007,NA,NA,NA,NA,CAM112,2,8743
CAM113033,NA,NA,NA,NA,CAM113,2,8744
CAM114038,2005-06-15,2007-09-15,2,2,CAN051,2,8745
CAM114038,2007-12-03,2011-12-15,2,2,CAN051,2,8746
CAM114044,2010-02-15,2010-12-15,2,2,CAM114,1,8747
CAM114044,2010-02-15,2010-12-15,2,2,SGN195,2,8748
CAM114044,2010-02-15,2010-12-15,2,2,SGN195,1,8749
CAM114046,2010-06-15,2013-09-15,2,2,CAM114,2,8750
CAM114046,2010-06-15,2013-09-15,2,2,CAP044,2,8751
CAM114046,2013-09-15,2020-01-15,2,2,CAM114,2,8752
CAM114046,2013-09-15,2020-01-15,2,2,CAP044,2,8753
CAM115032,NA,NA,NA,NA,CAM115,2,8754
CAM116049,2011-10-04,2017-09-15,2,2,CAM116,2,8755
CAM116049,2011-10-04,2017-09-15,2,2,WFG243,2,8756
CAM118002,1999-01-15,2001-01-08,2,2,CAM118,2,8757
CAM121024,2012-06-15,2018-05-15,2,2,CAM121,2,8758
CAM122016,NA,NA,NA,NA,CAM122,2,8759
CAM122023,NA,NA,NA,NA,CAM122,2,8760
CAM123048,2010-07-13,2013-04-15,2,2,CAM123,2,8761
CAM123055,2010-06-15,2012-11-15,2,2,CAM123,2,8762
CAM123061,2014-07-15,2017-06-05,2,2,CAL167,2,8763
CAM123061,2017-06-05,2019-06-15,2,2,CAL167,2,8764
CAM124011,2001-02-15,2001-10-15,2,2,CAM124,2,8765
CAM124060,2004-01-15,2006-05-23,2,2,CAM116,2,8766
CAM124060,2006-05-23,2011-09-15,2,2,CAM116,2,8767
CAM124105,2008-01-15,2013-06-15,2,2,CAM124,2,8768
CAM124128,2012-01-15,2013-01-15,2,2,CAM124,2,8769
CAM124128,2013-12-15,2017-11-15,2,2,CAM124,2,8770
CAM125043,2001-02-14,2007-01-01,2,2,CAM125,2,8771
CAM125043,2007-01-01,2008-01-15,2,2,CAM125,2,8772
CAM125088,2012-06-15,2015-06-15,2,2,CAM125,2,8773
CAM125090,NA,NA,NA,NA,CAM125,2,8774
CAM125096,2017-01-15,2020-12-15,2,2,CAM125,2,8775
CAM126002,2001-09-09,2002-03-15,2,2,CAM126,2,8776
CAM130007,2002-05-15,2009-06-15,2,2,CAM130,2,8777
CAM130007,2013-01-15,2014-07-15,2,2,CAM130,2,8778
CAM130014,2010-03-31,2017-10-15,2,2,CAM130,2,8779
CAM132006,2011-11-29,2014-04-15,2,2,SBA029,2,8780
CAM132006,2015-06-15,2018-05-15,2,2,SBA029,2,8781
CAM133006,2002-12-15,2015-04-15,2,2,WFD056,2,8782
CAM135008,NA,NA,NA,NA,CAM135,2,8783
CAM135010,2012-02-11,2020-06-15,2,2,CAM135,2,8784
CAM136018,2013-01-15,2017-06-15,2,2,CAM149,2,8785
CAM139006,NA,NA,NA,NA,CAM139,2,8786
CAM139010,NA,NA,NA,NA,CAM139,2,8787
CAM140019,2005-07-24,2013-02-15,2,2,CAM140,1,8788
CAM140029,2008-08-15,2010-03-15,2,2,WEG131,2,8789
CAM140029,2010-05-15,2011-02-15,2,2,WEG131,2,8790
CAM140034,2008-07-07,2016-02-15,2,2,CAM140,2,8791
CAM140046,2013-05-15,2017-11-15,2,2,CAM140,2,8792
CAM140053,NA,NA,NA,NA,CAM140,2,8793
CAM141009,2011-12-15,2020-06-15,2,2,CAM141,2,8794
CAM142013,2010-03-15,2015-05-15,2,2,CAM142,1,8795
CAM142013,2010-03-15,2015-05-15,2,2,CAM016,1,8796
CAM142013,2010-03-15,2015-05-15,2,2,CAM016,2,8797
CAM142013,2010-03-15,2015-05-15,2,2,SAJ069,1,8798
CAM142017,NA,NA,NA,NA,CAM142,2,8799
CAM144006,2011-06-07,2018-04-15,2,2,CAM144,2,8800
CAM145008,NA,NA,NA,NA,CAM145,2,8801
CAM146006,2009-03-01,2012-08-15,2,2,CAM150,2,8802
CAM146006,2012-08-15,2013-04-15,2,2,CAM150,2,8803
CAM146006,2013-04-15,2019-03-15,2,2,CAM150,2,8804
CAM146015,2010-06-15,2011-05-15,2,2,CAM146,2,8805
CAM146019,NA,NA,NA,NA,CAM146,2,8806
CAM146037,NA,NA,NA,NA,CAM146,2,8807
CAM146039,NA,NA,NA,NA,CAM146,2,8808
CAM148009,NA,NA,NA,NA,CAM148,2,8809
CAM149008,2009-10-01,2011-02-15,2,2,CAM149,2,8810
CAM149018,2012-08-22,2014-01-15,2,2,CAM149,2,8811
CAM149018,2014-01-15,2017-10-15,2,2,CAM149,2,8812
CAM149033,NA,NA,NA,NA,CAM149,2,8813
CAM150005,2014-06-15,2017-11-15,2,2,CAM150,2,8814
CAM150005,2017-11-15,2020-05-15,2,2,CAM150,2,8815
CAM151003,2012-01-15,2013-10-15,2,2,CAM151,2,8816
CAM151003,2012-01-15,2013-10-15,2,2,SGS164,2,8817
CAM151003,2013-10-15,2017-10-15,2,2,CAM151,2,8818
CAM151003,2013-10-15,2017-10-15,2,2,SGS164,2,8819
CAM151011,NA,NA,NA,NA,CAM151,2,8820
CAM152001,2008-11-15,2014-06-15,2,2,CAM152,2,8821
CAM153014,NA,NA,NA,NA,CAM153,2,8822
CAM153024,NA,NA,NA,NA,CAM153,2,8823
CAM154001,NA,NA,NA,NA,CAM154,2,8824
CAM155005,2018-04-15,2020-11-15,2,2,CAM155,2,8825
CAM157004,2016-12-15,2018-01-15,2,2,CAM157,2,8826
CAM160006,NA,NA,NA,NA,CAM160,2,8827
CAM162001,NA,NA,NA,NA,CAM162,2,8828
CAM164004,2017-09-02,2020-06-15,2,2,CAM164,2,8829
CAM166007,NA,NA,NA,NA,CAM166,2,8830
CAM168002,2016-06-15,2020-05-15,2,2,CAM168,2,8831
CAM169001,NA,NA,NA,NA,CAM169,2,8832
CAN001010,2001-08-15,2002-11-15,2,2,CAN001,2,8833
CAN001036,2008-11-15,2013-08-15,2,2,CAN001,2,8834
CAN001038,2009-10-15,2013-03-15,2,2,CAN001,2,8835
CAN001038,2013-03-15,2015-10-15,2,2,CAN001,2,8836
CAN001064,2020-02-26,2020-03-15,2,2,CAN001,2,8837
CAN002004,1995-11-28,1996-09-25,3,2,CAN051,2,8838
CAN002004,1995-11-28,1996-09-25,3,2,CAT008,2,8839
CAN002004,1996-09-25,2005-07-23,2,2,CAN051,2,8840
CAN002004,1996-09-25,2005-07-23,2,2,CAT008,2,8841
CAN002004,2005-07-23,2006-06-15,2,2,CAN051,2,8842
CAN002004,2005-07-23,2006-06-15,2,2,CAT008,2,8843
CAN002004,2006-06-15,2008-05-15,2,2,CAN051,2,8844
CAN002004,2006-06-15,2008-05-15,2,2,CAT008,2,8845
CAN002004,2008-05-15,2011-06-15,2,2,CAN051,2,8846
CAN002004,2008-05-15,2011-06-15,2,2,CAT008,2,8847
CAN002004,2011-06-15,2019-10-15,2,2,CAN051,2,8848
CAN002004,2011-06-15,2019-10-15,2,2,CAT008,2,8849
CAN002007,1995-11-28,1997-09-15,3,2,NAC086,2,8850
CAN002007,1997-09-15,2001-02-15,2,2,NAC086,2,8851
CAN002007,2001-02-18,2003-07-08,2,2,NAC086,2,8852
CAN002017,1997-10-15,2004-10-15,2,2,CAN002,1,8853
CAN002017,2005-01-28,2006-06-09,2,2,CAN002,1,8854
CAN002017,2006-06-09,2007-06-15,2,2,CAN002,1,8855
CAN002017,2007-06-15,2011-02-15,2,2,CAN002,1,8856
CAN002029,2012-10-15,2015-07-15,2,2,CAN002,2,8857
CAN003024,2007-08-15,2009-02-15,2,2,CAN003,2,8858
CAN004002,1995-11-28,2009-04-15,3,2,CAN004,2,8859
CAN004022,2000-06-15,2004-07-21,2,2,CAL120,2,8860
CAN004022,2004-07-21,2015-03-15,2,2,CAL120,2,8861
CAN005003,1995-11-28,2002-04-15,3,2,CAN005,2,8862
CAN005003,1995-11-28,2002-04-15,3,2,CAL096,2,8863
CAN005003,2002-04-15,2004-05-15,2,2,CAN005,2,8864
CAN005003,2002-04-15,2004-05-15,2,2,CAL096,2,8865
CAN005003,2004-05-15,2006-11-15,2,2,CAN005,2,8866
CAN005003,2004-05-15,2006-11-15,2,2,CAL096,2,8867
CAN005007,1995-11-28,2015-07-15,3,2,CAN005,1,8868
CAN005007,1995-11-28,2015-07-15,3,2,CAN005,2,8869
CAN005008,1995-11-28,2015-07-15,3,2,CAN005,2,8870
CAN005008,1995-11-28,2015-07-15,3,2,WFE114,1,8871
CAN005010,1996-04-28,2002-07-15,2,2,CAN005,1,8872
CAN005010,1996-04-28,2002-07-15,2,2,CAN005,2,8873
CAN005010,2003-08-15,2007-01-15,2,2,CAN005,1,8874
CAN005010,2003-08-15,2007-01-15,2,2,CAN005,2,8875
CAN005010,2007-01-15,2009-12-22,2,2,CAN005,1,8876
CAN005010,2007-01-15,2009-12-22,2,2,CAN005,2,8877
CAN005010,2009-12-22,2013-06-15,2,2,CAN005,1,8878
CAN005010,2009-12-22,2013-06-15,2,2,CAN005,2,8879
CAN006005,1995-11-28,2003-11-15,3,2,WEF018,2,8880
CAN006005,2003-11-15,2006-10-15,2,2,WEF018,2,8881
CAN006019,1995-11-28,2003-08-15,3,2,CAN006,2,8882
CAN006019,1995-11-28,2003-08-15,3,2,WFG103,2,8883
CAN006028,1996-04-15,1997-07-15,2,2,NGB079,2,8884
CAN006028,1996-04-15,1997-07-15,2,2,NGB237,1,8885
CAN006028,1997-07-15,2002-01-18,2,2,NGB079,2,8886
CAN006028,1997-07-15,2002-01-18,2,2,NGB237,1,8887
CAN006028,2002-12-15,2002-12-15,2,2,NGB079,2,8888
CAN006028,2002-12-15,2002-12-15,2,2,NGB237,1,8889
CAN006028,2005-07-15,2005-07-15,2,2,NGB079,2,8890
CAN006028,2005-07-15,2005-07-15,2,2,NGB237,1,8891
CAN006028,2005-08-02,2004-01-10,2,2,NGB079,2,8892
CAN006028,2005-08-02,2004-01-10,2,2,NGB237,1,8893
CAN006028,2008-05-16,2007-12-15,2,2,NGB079,2,8894
CAN006028,2008-05-16,2007-12-15,2,2,NGB237,1,8895
CAN006028,2010-08-15,2010-08-15,2,2,NGB079,2,8896
CAN006028,2010-08-15,2010-08-15,2,2,NGB237,1,8897
CAN006042,NA,NA,NA,NA,CAN006,2,8898
CAN006043,2008-11-15,2011-10-15,2,2,CAN006,2,8899
CAN007013,1995-11-28,1999-10-15,3,2,CAM110,2,8900
CAN007013,1995-11-28,1999-10-15,3,2,SGS191,2,8901
CAN007013,2000-02-15,2002-09-15,2,2,CAM110,2,8902
CAN007013,2000-02-15,2002-09-15,2,2,SGS191,2,8903
CAN007013,2002-09-15,2003-10-15,2,2,CAM110,2,8904
CAN007013,2002-09-15,2003-10-15,2,2,SGS191,2,8905
CAN007013,2003-10-15,2013-04-15,2,2,CAM110,2,8906
CAN007013,2003-10-15,2013-04-15,2,2,SGS191,2,8907
CAN007014,1995-11-28,2002-09-15,3,2,CAK062,2,8908
CAN007014,2002-09-15,2008-04-15,2,2,CAK062,2,8909
CAN007014,2008-11-15,2010-09-15,2,2,CAK062,2,8910
CAN007014,2011-06-30,2017-06-15,2,2,CAK062,2,8911
CAN007042,2002-06-15,2004-07-16,2,2,CAN029,2,8912
CAN007042,2004-07-16,2015-02-25,2,2,CAN029,2,8913
CAN007045,2002-09-15,2004-08-15,2,2,CAN029,2,8914
CAN007045,2004-08-15,2007-02-10,2,2,CAN029,2,8915
CAN007045,2007-02-15,2011-06-15,2,2,CAN029,2,8916
CAN008017,1995-11-28,1998-07-15,3,2,CAN008,2,8917
CAN009003,1995-11-27,2006-12-15,3,2,CAN009,2,8918
CAN009003,2006-12-15,2008-07-15,2,2,CAN009,2,8919
CAN009004,1995-11-27,1996-12-15,3,2,WFG078,2,8920
CAN009004,1996-12-15,2000-06-15,2,2,WFG078,2,8921
CAN009004,2000-06-15,2004-07-15,2,2,WFG078,2,8922
CAN009004,2004-07-15,2007-07-15,2,2,WFG078,2,8923
CAN009004,2007-07-15,2012-04-15,2,2,WFG078,2,8924
CAN009006,1995-11-27,1998-12-15,3,2,TBA030,2,8925
CAN009006,1995-11-27,1998-12-15,3,2,TBA030,1,8926
CAN009006,1995-11-27,1998-12-15,3,2,TBA129,2,8927
CAN009006,1995-11-27,1998-12-15,3,2,TBA129,1,8928
CAN009006,1998-12-15,2008-04-15,2,2,TBA030,2,8929
CAN009006,1998-12-15,2008-04-15,2,2,TBA030,1,8930
CAN009006,1998-12-15,2008-04-15,2,2,TBA129,2,8931
CAN009006,1998-12-15,2008-04-15,2,2,TBA129,1,8932
CAN009007,1995-11-27,2002-04-15,3,2,CAJ039,2,8933
CAN009007,2002-07-15,2004-05-15,2,2,CAJ039,2,8934
CAN009007,2004-05-15,2019-04-15,2,2,CAJ039,2,8935
CAN012006,1995-11-27,2008-02-04,3,2,CAN012,2,8936
CAN012006,2008-07-06,2008-11-15,2,2,CAN012,2,8937
CAN012017,NA,NA,NA,NA,CAN012,2,8938
CAN013017,2012-08-15,2015-05-15,2,2,CAN013,2,8939
CAN014008,1996-03-01,1998-10-14,3,2,CAN014,2,8940
CAN014008,1998-10-14,2000-08-15,2,2,CAN014,2,8941
CAN014023,2001-06-15,2002-12-15,2,2,CAN014,2,8942
CAN014039,2005-08-15,2012-02-15,2,2,CAM028,2,8943
CAN014042,2007-09-25,2008-09-15,2,2,NAF079,2,8944
CAN014042,2007-09-25,2008-09-15,2,2,NAF079,1,8945
CAN014042,2008-12-15,2012-06-15,2,2,NAF079,2,8946
CAN014042,2008-12-15,2012-06-15,2,2,NAF079,1,8947
CAN014042,2013-05-15,2016-08-15,2,2,NAF079,2,8948
CAN014042,2013-05-15,2016-08-15,2,2,NAF079,1,8949
CAN014042,2013-06-15,2013-06-15,2,2,NAF079,2,8950
CAN014042,2013-06-15,2013-06-15,2,2,NAF079,1,8951
CAN014042,2016-08-15,2019-01-15,2,2,NAF079,2,8952
CAN014042,2016-08-15,2016-09-15,2,2,NAF079,2,8953
CAN014042,2016-08-15,2016-09-15,2,2,NAF079,1,8954
CAN014042,2016-08-15,2019-01-15,2,2,NAF079,1,8955
CAN014046,2013-03-09,2015-12-15,2,2,CAN014,2,8956
CAN015019,2007-04-15,2013-08-15,2,2,CAN015,1,8957
CAN015019,2007-04-15,2013-08-15,2,2,CAN015,2,8958
CAN015019,2007-04-15,2013-08-15,2,2,WEF015,1,8959
CAN016010,1996-02-25,1997-01-15,2,2,CAN016,2,8960
CAN016010,1997-01-15,1999-07-15,2,2,CAN016,2,8961
CAN016010,1999-07-15,1999-11-15,2,2,CAN016,2,8962
CAN016010,1999-11-15,2002-06-15,2,2,CAN016,2,8963
CAN016012,1998-09-15,1999-04-15,2,2,SBD063,1,8964
CAN016012,1998-09-15,1999-04-15,2,2,SBD063,2,8965
CAN016012,1998-09-15,1999-04-15,2,2,SBD097,1,8966
CAN016012,2005-12-06,2007-07-15,2,2,SBD063,1,8967
CAN016012,2005-12-06,2007-07-15,2,2,SBD063,2,8968
CAN016012,2005-12-06,2007-07-15,2,2,SBD097,1,8969
CAN016012,2007-12-15,2019-08-15,2,2,SBD063,1,8970
CAN016012,2007-12-15,2019-08-15,2,2,SBD063,2,8971
CAN016012,2007-12-15,2019-08-15,2,2,SBD097,1,8972
CAN017010,2018-03-15,2020-06-15,2,2,CAN017,2,8973
CAN018008,1995-12-15,2011-01-15,2,2,CAN018,2,8974
CAN018008,1995-12-15,2011-01-15,2,2,CAU051,2,8975
CAN018008,2011-12-15,2012-02-15,2,2,CAN018,2,8976
CAN018008,2011-12-15,2012-02-15,2,2,CAU051,2,8977
CAN018039,1997-09-05,2005-12-15,2,2,CAL028,2,8978
CAN018039,2006-06-15,2007-02-15,2,2,CAL028,2,8979
CAN018039,2008-04-15,2011-11-15,2,2,CAL028,2,8980
CAN018039,2013-11-15,2020-02-14,2,2,CAL028,2,8981
CAN018040,1998-12-15,2003-04-01,2,2,CAL125,2,8982
CAN018040,1998-12-15,2003-04-01,2,2,WFG012,2,8983
CAN018040,2003-04-01,2007-06-15,2,2,CAL125,2,8984
CAN018040,2003-04-01,2007-06-15,2,2,WFG012,2,8985
CAN018041,1999-07-15,2001-07-15,2,2,CAN018,2,8986
CAN018041,2001-07-15,2005-05-15,2,2,CAN018,2,8987
CAN018048,2002-02-15,2014-02-15,2,2,CAN018,2,8988
CAN019005,1996-01-15,1997-02-15,2,2,EAA008,1,8989
CAN019005,1997-02-15,1997-09-15,2,2,EAA008,1,8990
CAN019005,1997-09-15,1999-03-15,2,2,EAA008,1,8991
CAN019005,1999-03-15,1999-12-14,2,2,EAA008,1,8992
CAN021004,1995-11-28,1998-04-15,3,2,CAN021,1,8993
CAN021004,1995-11-28,1998-04-15,3,2,WEF078,2,8994
CAN021004,1995-11-28,1998-04-15,3,2,WEF078,1,8995
CAN021008,1995-11-28,1996-12-15,3,2,NAC019,2,8996
CAN021008,1996-12-15,1997-08-15,2,2,NAC019,2,8997
CAN021008,1997-08-15,2000-11-15,2,2,NAC019,2,8998
CAN021008,2000-11-15,2008-02-15,2,2,NAC019,2,8999
CAN022014,1995-11-28,2015-12-15,3,2,CAN022,2,9000
CAN022015,1995-11-28,2001-02-15,3,2,CAN022,2,9001
CAN022015,1995-11-28,2001-02-15,3,2,CAN022,1,9002
CAN022015,1995-11-28,2001-02-15,3,2,WEF050,1,9003
CAN022015,2001-06-15,2018-05-15,2,2,CAN022,2,9004
CAN022015,2001-06-15,2018-05-15,2,2,CAN022,1,9005
CAN022015,2001-06-15,2018-05-15,2,2,WEF050,1,9006
CAN022016,NA,NA,NA,NA,CAN022,2,9007
CAN022019,1995-11-28,2001-04-15,3,2,CAN022,2,9008
CAN022019,2001-04-15,2017-06-15,2,2,CAN022,2,9009
CAN022020,1995-11-28,2011-06-02,3,2,CAN022,2,9010
CAN022020,2011-06-02,2017-07-15,2,2,CAN022,2,9011
CAN022021,1995-11-28,2001-04-20,3,1,CAN022,2,9012
CAN022022,1995-11-28,2002-11-15,3,2,CAN022,2,9013
CAN022022,2007-05-15,2008-08-15,2,2,CAN022,2,9014
CAN022023,1995-11-28,1999-09-15,3,2,WEF114,2,9015
CAN022023,1995-11-28,1999-09-15,3,2,WEF114,1,9016
CAN022023,2000-03-15,2004-12-15,2,2,WEF114,2,9017
CAN022023,2000-03-15,2004-12-15,2,2,WEF114,1,9018
CAN022023,2004-12-15,2007-04-23,2,2,WEF114,2,9019
