motherid,sdate,edate,seventtype,eeventtype,locationid,location,episode_id
CAA056024,NA,NA,NA,NA,CAA056,2,426
CAA056030,NA,NA,NA,NA,CAA056,2,427
CAA057004,1995-11-16,2014-12-15,3,2,CAA057,2,428
CAA058004,1995-11-16,1998-08-15,3,2,CAA058,2,429
CAA058004,1995-11-16,1998-08-15,3,2,WFD036,2,430
CAA058004,2005-12-24,2006-07-15,2,2,CAA058,2,431
CAA058004,2005-12-24,2006-07-15,2,2,WFD036,2,432
CAA058005,1995-11-16,1999-12-15,3,2,CAA058,1,433
CAA058005,1995-11-16,1999-12-15,3,2,CAP042,2,434
CAA058005,1999-12-15,2007-01-01,2,2,CAA058,1,435
CAA058005,1999-12-15,2007-01-01,2,2,CAP042,2,436
CAA058005,2007-09-01,2009-02-08,2,2,CAA058,1,437
CAA058005,2007-09-01,2009-02-08,2,2,CAP042,2,438
CAA058005,2009-01-14,2014-10-15,2,2,CAA058,1,439
CAA058005,2009-01-14,2014-10-15,2,2,CAP042,2,440
CAA058005,2016-06-15,2018-02-15,2,1,CAA058,1,441
CAA058005,2016-06-15,2018-02-15,2,1,CAP042,2,442
CAA058010,1995-11-16,2000-05-15,3,2,WFF020,1,443
CAA058010,1995-11-16,2000-05-15,3,2,WFF020,2,444
CAA059005,1995-11-16,1996-06-16,3,2,CAR040,2,445
CAA059005,1999-12-15,2017-07-15,2,2,CAR040,2,446
CAA059008,1995-11-16,2002-04-11,3,2,CAA009,2,447
CAA059008,1995-11-16,2002-04-11,3,2,CAQ134,2,448
CAA059008,2002-04-15,2003-12-15,2,2,CAA009,2,449
CAA059008,2002-04-15,2003-12-15,2,2,CAQ134,2,450
CAA059008,2003-12-15,2004-09-15,2,2,CAA009,2,451
CAA059008,2003-12-15,2004-09-15,2,2,CAQ134,2,452
CAA059009,1995-11-16,2012-02-15,3,2,CAA059,2,453
CAA059010,1995-11-16,2002-04-04,3,2,CAU001,2,454
CAA059010,2002-12-13,2012-02-15,2,2,CAU001,2,455
CAA059010,2015-06-15,2017-11-15,2,2,CAU001,2,456
CAA061007,1995-11-16,2004-05-15,3,2,WEF017,2,457
CAA061007,2004-06-02,2005-01-15,2,2,WEF017,2,458
CAA061007,2005-01-15,2006-05-04,2,2,WEF017,2,459
CAA061008,1995-11-16,1999-09-15,3,2,CAT055,2,460
CAA061008,1995-11-16,1999-09-15,3,2,CAA061,2,461
CAA061008,2000-02-17,2002-11-15,2,2,CAT055,2,462
CAA061008,2000-02-17,2002-11-15,2,2,CAA061,2,463
CAA061008,2003-03-03,2004-01-15,2,2,CAT055,2,464
CAA061008,2003-03-03,2004-01-15,2,2,CAA061,2,465
CAA061013,1995-11-16,1998-06-15,3,2,CAS022,2,466
CAA061013,1999-12-15,2001-06-15,2,2,CAS022,2,467
CAA061013,2001-07-10,2005-06-10,2,2,CAS022,2,468
CAA061028,2018-04-10,2019-02-15,2,2,CAA061,2,469
CAA062006,NA,NA,NA,NA,CAA062,2,470
CAA062011,1997-07-15,2003-01-05,2,2,CAM040,2,471
CAA062011,2003-01-05,2003-12-15,2,2,CAM040,2,472
CAA062011,2003-12-15,2004-09-15,2,2,CAM040,2,473
CAA062011,2008-04-15,2009-08-15,2,2,CAM040,2,474
CAA062011,2010-12-15,2012-08-15,2,2,CAM040,2,475
CAA062011,2012-08-15,2016-03-15,2,2,CAM040,2,476
CAA062012,1997-07-15,2004-02-15,2,2,CAA062,2,477
CAA062012,1997-07-15,2004-02-15,2,2,CAM129,2,478
CAA062012,1997-07-15,2004-02-15,2,2,CAU004,2,479
CAA062012,2004-02-15,2004-12-15,2,2,CAA062,2,480
CAA062012,2004-02-15,2004-12-15,2,2,CAM129,2,481
CAA062012,2004-02-15,2004-12-15,2,2,CAU004,2,482
CAA062012,2005-01-05,2006-03-09,2,2,CAA062,2,483
CAA062012,2005-01-05,2006-03-09,2,2,CAM129,2,484
CAA062012,2005-01-05,2006-03-09,2,2,CAU004,2,485
CAA062012,2006-03-10,2018-06-15,2,2,CAA062,2,486
CAA062012,2006-03-10,2018-06-15,2,2,CAM129,2,487
CAA062012,2006-03-10,2018-06-15,2,2,CAU004,2,488
CAA062012,2018-06-15,2020-01-15,2,2,CAA062,2,489
CAA062012,2018-06-15,2020-01-15,2,2,CAM129,2,490
CAA062012,2018-06-15,2020-01-15,2,2,CAU004,2,491
CAA062014,1999-09-05,1999-12-15,1,2,CAA062,2,492
CAA062015,2000-07-15,2001-09-15,2,2,CAA062,2,493
CAA062015,2001-09-15,2005-08-20,2,2,CAA062,2,494
CAA063002,NA,NA,NA,NA,CAA063,2,495
CAA064010,1995-11-16,1998-09-15,3,2,CAP044,2,496
CAA064023,NA,NA,NA,NA,CAA064,2,497
CAA065046,2012-07-15,2017-12-15,2,2,CAA065,2,498
CAA067004,1995-11-16,1996-11-16,3,2,CAA067,1,499
CAA067004,1995-11-16,1996-11-16,3,2,CAM020,2,500
CAA067004,1999-10-15,2002-04-15,2,2,CAA067,1,501
CAA067004,1999-10-15,2002-04-15,2,2,CAM020,2,502
CAA067004,2002-04-15,2005-03-15,2,2,CAA067,1,503
CAA067004,2002-04-15,2005-03-15,2,2,CAM020,2,504
CAA067004,2005-03-15,2011-08-15,2,2,CAA067,1,505
CAA067004,2005-03-15,2011-08-15,2,2,CAM020,2,506
CAA067008,1995-11-16,1999-08-15,3,2,CAB017,2,507
CAA067008,1999-08-15,2017-09-15,2,2,CAB017,2,508
CAA067018,1995-11-16,1996-11-15,3,2,CAB017,2,509
CAA067018,1996-11-15,2001-02-15,2,2,CAB017,2,510
CAA067019,1995-11-16,1999-06-15,3,2,CAL046,2,511
CAA067019,1999-06-15,2001-01-15,2,2,CAL046,2,512
CAA067019,2001-01-15,2001-09-15,2,2,CAL046,2,513
CAA067019,2001-09-15,2009-03-15,2,2,CAL046,2,514
CAA067019,2009-08-15,2015-12-15,2,2,CAL046,2,515
CAA067020,1995-11-16,1999-06-15,3,2,CAB062,2,516
CAA067020,1999-06-15,2001-01-15,2,2,CAB062,2,517
CAA067020,2001-01-15,2005-11-14,2,2,CAB062,2,518
CAA067020,2005-11-14,2013-04-15,2,2,CAB062,2,519
CAA067020,2013-04-15,2015-11-15,2,2,CAB062,2,520
CAA068005,1995-11-16,1996-11-15,3,2,CAB019,1,521
CAA068005,1995-11-16,1996-11-15,3,2,CAA068,2,522
CAA068005,1999-05-15,2000-06-15,2,2,CAB019,1,523
CAA068005,1999-05-15,2000-06-15,2,2,CAA068,2,524
CAA068005,2002-06-15,2003-11-15,2,2,CAB019,1,525
CAA068005,2002-06-15,2003-11-15,2,2,CAA068,2,526
CAA068005,2003-11-15,2016-03-15,2,1,CAB019,1,527
CAA068005,2003-11-15,2016-03-15,2,1,CAA068,2,528
CAA068016,1999-09-24,2000-07-15,2,2,CAA068,2,529
CAA069005,1995-11-16,2010-07-15,3,2,CAA069,1,530
CAA069005,1995-11-16,2010-07-15,3,2,CAR018,2,531
CAA069005,2010-07-15,2011-10-15,2,2,CAA069,1,532
CAA069005,2010-07-15,2011-10-15,2,2,CAR018,2,533
CAA069005,2011-10-12,2012-04-15,2,2,CAA069,1,534
CAA069005,2011-10-12,2012-04-15,2,2,CAR018,2,535
CAA069005,2012-04-15,2016-03-15,2,2,CAA069,1,536
CAA069005,2012-04-15,2016-03-15,2,2,CAR018,2,537
CAA069005,2016-03-15,2018-04-15,2,2,CAA069,1,538
CAA069005,2016-03-15,2018-04-15,2,2,CAR018,2,539
CAA069005,2019-06-15,2020-11-15,2,2,CAA069,1,540
CAA069005,2019-06-15,2020-11-15,2,2,CAR018,2,541
CAA069009,1995-11-16,1996-06-15,3,2,CAQ012,2,542
CAA069009,1995-11-16,1996-06-15,3,2,SGP059,2,543
CAA069009,1995-11-16,1996-06-15,3,2,CAQ012,1,544
CAA069009,1995-11-16,1996-06-15,3,2,SGP059,1,545
CAA069009,1995-11-16,1996-06-15,3,2,SGP121,1,546
CAA069009,1996-06-15,2006-05-30,2,2,CAQ012,2,547
CAA069009,1996-06-15,2006-05-30,2,2,SGP059,2,548
CAA069009,1996-06-15,2006-05-30,2,2,CAQ012,1,549
CAA069009,1996-06-15,2006-05-30,2,2,SGP059,1,550
CAA069009,1996-06-15,2006-05-30,2,2,SGP121,1,551
CAA069009,2006-06-15,2011-04-15,2,2,CAQ012,2,552
CAA069009,2006-06-15,2011-04-15,2,2,SGP059,2,553
CAA069009,2006-06-15,2011-04-15,2,2,CAQ012,1,554
CAA069009,2006-06-15,2011-04-15,2,2,SGP059,1,555
CAA069009,2006-06-15,2011-04-15,2,2,SGP121,1,556
CAA070005,1995-11-16,2001-06-15,3,2,CAM083,2,557
CAA070005,1995-11-16,2001-06-15,3,2,CAU003,2,558
CAA070005,2002-02-15,2003-07-04,2,2,CAM083,2,559
CAA070005,2002-02-15,2003-07-04,2,2,CAU003,2,560
CAA070005,2003-10-04,2003-12-15,2,2,CAM083,2,561
CAA070005,2003-10-04,2003-12-15,2,2,CAU003,2,562
CAA070005,2004-02-15,2004-09-15,2,2,CAM083,2,563
CAA070005,2004-02-15,2004-09-15,2,2,CAU003,2,564
CAA070005,2004-09-15,2006-05-15,2,2,CAM083,2,565
CAA070005,2004-09-15,2006-05-15,2,2,CAU003,2,566
CAA070005,2006-05-15,2007-03-09,2,2,CAM083,2,567
CAA070005,2006-05-15,2007-03-09,2,2,CAU003,2,568
CAA070005,2007-03-09,2009-07-15,2,2,CAM083,2,569
CAA070005,2007-03-09,2009-07-15,2,2,CAU003,2,570
CAA070005,2009-12-15,2010-07-15,2,2,CAM083,2,571
CAA070005,2009-12-15,2010-07-15,2,2,CAU003,2,572
CAA070009,1995-11-16,2004-02-15,3,2,CAK065,2,573
CAA070009,2004-03-10,2005-07-15,2,2,CAK065,2,574
CAA070009,2005-06-15,2006-06-15,2,2,CAK065,2,575
CAA070011,1995-11-16,2002-07-12,3,2,SGS092,2,576
CAA070011,2002-11-15,2007-12-31,2,2,SGS092,2,577
CAA070011,2008-12-15,2012-08-15,2,2,SGS092,2,578
CAA070011,2014-11-15,2016-05-25,2,2,SGS092,2,579
CAA070011,2017-06-15,2020-06-15,2,2,SGS092,2,580
CAA070018,1995-11-16,2000-03-15,3,2,CAA070,2,581
CAA070019,1995-11-16,2000-03-15,3,2,CAA070,2,582
CAA070023,1995-11-16,2005-04-02,3,2,CAA070,2,583
CAA070023,2005-04-02,2007-08-15,2,2,CAA070,2,584
CAA070023,2007-08-15,2011-06-15,2,2,CAA070,2,585
CAA070023,2011-06-15,2012-11-15,2,2,CAA070,2,586
CAA070027,1995-11-16,2002-04-12,3,2,CAA070,2,587
CAA070042,2000-03-15,2003-07-04,2,2,CAA070,2,588
CAA070042,2003-07-04,2009-04-15,2,2,CAA070,2,589
CAA071016,NA,NA,NA,NA,CAA071,2,590
CAA074001,1999-01-09,2003-02-15,2,2,SGS083,2,591
CAA074001,2003-02-15,2004-07-15,2,2,SGS083,2,592
CAA074001,2004-07-15,2006-11-15,2,2,SGS083,2,593
CAA074001,2006-11-15,2009-04-15,2,2,SGS083,2,594
CAA074002,1999-01-15,2003-02-15,2,2,WEG136,1,595
CAA074002,2003-02-15,2004-07-15,2,2,WEG136,1,596
CAA074002,2004-07-15,2006-11-15,2,2,WEG136,1,597
CAA074002,2006-11-15,2009-04-15,2,2,WEG136,1,598
CAA074002,2010-06-15,2018-05-15,2,2,WEG136,1,599
CAA074021,2005-02-27,2006-05-03,2,2,SGS136,2,600
CAA074021,2006-05-03,2008-11-15,2,2,SGS136,2,601
CAA074021,2008-11-15,2010-03-15,2,2,SGS136,2,602
CAA076016,2009-06-15,2010-07-15,2,2,CAA076,2,603
CAA076021,NA,NA,NA,NA,CAA076,2,604
CAA078007,2002-03-15,2003-04-15,2,2,CAA078,2,605
CAA078016,2009-01-16,2010-12-15,2,2,CAA078,2,606
CAA080021,2007-12-15,2008-06-15,2,2,CAP026,2,607
CAA080021,2008-12-15,2014-02-15,2,2,CAP026,2,608
CAA081013,NA,NA,NA,NA,CAA081,2,609
CAA092001,2009-11-02,2018-11-15,2,2,CAA092,2,610
CAA092002,NA,NA,NA,NA,CAA092,2,611
CAA095006,2012-10-15,2018-07-20,2,2,CAA095,2,612
CAA096018,2017-06-15,2020-06-15,2,2,CAA096,2,613
CAA096027,NA,NA,NA,NA,CAA096,2,614
CAB001008,1995-11-22,2000-07-03,3,2,CAM080,1,615
CAB001008,2000-07-03,2001-06-15,2,2,CAM080,1,616
CAB001008,2001-06-15,2003-04-17,2,2,CAM080,1,617
CAB001008,2003-04-17,2007-06-15,2,2,CAM080,1,618
CAB001008,2007-06-15,2011-12-15,2,2,CAM080,1,619
CAB001011,1995-11-22,2000-06-15,3,2,CAI044,2,620
CAB001011,2000-08-15,2006-10-15,2,2,CAI044,2,621
CAB001019,1995-11-22,2009-07-15,3,2,CAB001,2,622
CAB001019,1995-11-22,2009-07-15,3,2,CAB001,1,623
CAB001019,2009-07-15,2011-11-15,2,2,CAB001,2,624
CAB001019,2009-07-15,2011-11-15,2,2,CAB001,1,625
CAB001019,2012-09-15,2013-09-15,2,2,CAB001,2,626
CAB001019,2012-09-15,2013-09-15,2,2,CAB001,1,627
CAB001028,1995-11-22,2004-08-15,3,2,CAB001,2,628
CAB001028,1995-11-22,2004-08-15,3,2,CAC004,2,629
CAB001030,1995-11-22,2000-09-15,3,2,CAB001,2,630
CAB001030,2000-09-15,2001-01-15,2,2,CAB001,2,631
CAB001030,2001-01-15,2001-08-15,2,2,CAB001,2,632
CAB001030,2001-08-15,2003-05-15,2,2,CAB001,2,633
CAB001031,1995-11-22,2005-05-26,3,2,CAB001,2,634
CAB001031,1995-11-22,2005-05-26,3,2,CAB123,2,635
CAB001032,1995-11-22,1996-01-15,3,2,WFE013,1,636
CAB001032,1995-11-22,1996-01-15,3,2,WFE013,2,637
CAB001041,1995-11-22,2007-08-16,3,2,NEB070,1,638
CAB001041,2008-03-28,2009-04-15,2,2,NEB070,1,639
CAB001046,1995-11-22,1999-12-15,3,2,CAC005,2,640
CAB001046,1995-11-22,1999-12-15,3,2,CAB001,2,641
CAB001046,2003-11-15,2007-05-08,2,2,CAC005,2,642
CAB001046,2003-11-15,2007-05-08,2,2,CAB001,2,643
CAB001053,1995-11-22,2000-10-15,3,2,CAB001,1,644
CAB001053,2001-12-15,2004-08-15,2,2,CAB001,1,645
CAB001053,2007-12-24,2009-07-15,2,2,CAB001,1,646
CAB001070,1995-11-22,2004-12-15,3,2,SGT088,1,647
CAB001070,1995-11-22,2004-12-15,3,2,SGT088,2,648
CAB001070,2007-01-15,2014-06-15,2,2,SGT088,1,649
CAB001070,2007-01-15,2014-06-15,2,2,SGT088,2,650
CAB001070,2017-02-15,2019-12-15,2,2,SGT088,1,651
CAB001070,2017-02-15,2019-12-15,2,2,SGT088,2,652
CAB001075,1995-11-22,2020-06-15,3,2,CAB001,2,653
CAB001082,1995-11-22,1999-12-15,3,2,CAB001,2,654
CAB001082,2001-12-15,2009-06-15,2,2,CAB001,2,655
CAB001082,2009-09-15,2011-04-15,2,2,CAB001,2,656
CAB001082,2011-05-15,2012-03-15,2,2,CAB001,2,657
CAB001082,2014-06-15,2016-01-15,2,2,CAB001,2,658
CAB001083,1995-11-22,2006-02-15,3,2,NBF040,2,659
CAB001083,2006-05-15,2007-05-15,2,2,NBF040,2,660
CAB001083,2007-05-15,2010-11-15,2,2,NBF040,2,661
CAB001101,1996-12-15,2002-08-15,2,2,CAB001,1,662
CAB001101,1996-12-15,2002-08-15,2,2,CAB001,2,663
CAB001101,2002-08-15,2003-03-15,2,2,CAB001,1,664
CAB001101,2002-08-15,2003-03-15,2,2,CAB001,2,665
CAB001108,NA,NA,NA,NA,CAB001,2,666
CAB001143,2002-10-05,2005-08-15,2,2,CAF128,2,667
CAB001143,2002-10-05,2005-08-15,2,2,CAD054,2,668
CAB001143,2002-10-05,2005-08-15,2,2,CAQ037,2,669
CAB001143,2005-09-03,2006-12-04,2,2,CAF128,2,670
CAB001143,2005-09-03,2006-12-04,2,2,CAD054,2,671
CAB001143,2005-09-03,2006-12-04,2,2,CAQ037,2,672
CAB001143,2006-12-04,2008-06-15,2,2,CAF128,2,673
CAB001143,2006-12-04,2008-06-15,2,2,CAD054,2,674
CAB001143,2006-12-04,2008-06-15,2,2,CAQ037,2,675
CAB001144,2002-10-05,2007-02-19,2,2,NGB111,2,676
CAB001144,2011-12-15,2011-08-15,2,2,NGB111,2,677
CAB001144,2019-06-15,2017-09-15,2,2,NGB111,2,678
CAB001151,2003-09-15,2004-03-15,2,2,CAB021,2,679
CAB001151,2003-09-15,2004-03-15,2,2,CAL078,2,680
CAB001151,2004-10-28,2011-01-15,2,2,CAB021,2,681
CAB001151,2004-10-28,2011-01-15,2,2,CAL078,2,682
CAB001151,2015-06-15,2020-06-15,2,2,CAB021,2,683
CAB001151,2015-06-15,2020-06-15,2,2,CAL078,2,684
CAB001175,2008-11-30,2012-01-15,2,2,CAB062,2,685
CAB001175,2010-11-15,2011-09-15,2,2,CAB062,2,686
CAB001175,2014-05-15,2016-05-15,2,2,CAB062,2,687
CAB001175,2014-05-15,2014-05-15,2,2,CAB062,2,688
CAB001185,2011-12-15,2015-01-18,2,1,CAB001,2,689
CAB001199,2015-07-15,2020-10-15,2,2,CAB001,2,690
CAB002010,1996-08-15,1996-11-15,2,2,CAA016,2,691
CAB002010,1996-11-15,2000-06-15,2,2,CAA016,2,692
CAB002010,2001-01-15,2001-09-15,2,2,CAA016,2,693
CAB002010,2001-09-15,2003-01-15,2,2,CAA016,2,694
CAB002010,2003-01-15,2003-11-15,2,2,CAA016,2,695
CAB003004,1995-11-16,1999-12-15,3,2,CAB003,2,696
CAB003004,1995-11-16,1999-12-15,3,2,CAC044,2,697
CAB003004,1999-12-15,2000-08-15,2,2,CAB003,2,698
CAB003004,1999-12-15,2000-08-15,2,2,CAC044,2,699
CAB003004,2000-08-15,2001-09-15,2,2,CAB003,2,700
CAB003004,2000-08-15,2001-09-15,2,2,CAC044,2,701
CAB003004,2001-09-15,2002-06-15,2,2,CAB003,2,702
CAB003004,2001-09-15,2002-06-15,2,2,CAC044,2,703
CAB003004,2002-06-15,2003-07-18,2,2,CAB003,2,704
CAB003004,2002-06-15,2003-07-18,2,2,CAC044,2,705
CAB003004,2003-07-18,2004-05-15,2,2,CAB003,2,706
CAB003004,2003-07-18,2004-05-15,2,2,CAC044,2,707
CAB004003,1995-11-16,2001-01-12,3,2,CAM034,2,708
CAB004003,2001-01-12,2002-07-15,2,2,CAM034,2,709
CAB004003,2002-07-15,2008-11-15,2,2,CAM034,2,710
CAB004003,2008-12-15,2011-06-15,2,2,CAM034,2,711
CAB004003,2011-06-15,2014-03-15,2,2,CAM034,2,712
CAB004003,2014-03-15,2020-03-15,2,2,CAM034,2,713
CAB004019,1999-12-15,2008-05-06,2,2,CAB004,2,714
CAB004024,2002-07-15,2008-11-15,2,2,WFF004,2,715
CAB004024,2008-12-15,2011-06-15,2,2,WFF004,2,716
CAB004024,2011-06-15,2014-03-15,2,2,WFF004,2,717
CAB004031,2010-07-15,2013-09-25,2,2,CAB004,2,718
CAB004031,2010-07-15,2013-09-25,2,2,WEG029,2,719
CAB004031,2014-03-25,2016-04-15,2,2,CAB004,2,720
CAB004031,2014-03-25,2016-04-15,2,2,WEG029,2,721
CAB005005,NA,NA,NA,NA,CAB005,2,722
CAB005006,1995-11-16,1999-12-15,3,2,NGE074,2,723
CAB005006,1995-11-16,1999-12-15,3,2,CAB092,2,724
CAB005006,1999-12-15,2004-02-18,2,2,NGE074,2,725
CAB005006,1999-12-15,2004-02-18,2,2,CAB092,2,726
CAB005007,1995-11-16,2000-12-23,3,2,CAB005,2,727
CAB005007,1995-11-16,2000-12-23,3,2,CAD070,2,728
CAB005007,1995-11-16,2000-12-23,3,2,CAF061,2,729
CAB005007,2000-12-24,2003-01-25,2,2,CAB005,2,730
CAB005007,2000-12-24,2003-01-25,2,2,CAD070,2,731
CAB005007,2000-12-24,2003-01-25,2,2,CAF061,2,732
CAB005007,2003-01-25,2010-08-15,2,2,CAB005,2,733
CAB005007,2003-01-25,2010-08-15,2,2,CAD070,2,734
CAB005007,2003-01-25,2010-08-15,2,2,CAF061,2,735
CAB005007,2011-04-13,2011-05-15,2,2,CAB005,2,736
CAB005007,2011-04-13,2011-05-15,2,2,CAD070,2,737
CAB005007,2011-04-13,2011-05-15,2,2,CAF061,2,738
CAB005015,1995-11-16,2001-02-15,3,2,CAB005,2,739
CAB005022,1995-11-16,2009-06-15,3,2,CAB005,2,740
CAB005022,2010-04-15,2016-06-15,2,2,CAB005,2,741
CAB005025,NA,NA,NA,NA,CAB005,2,742
CAB005028,1995-11-16,2004-06-15,3,2,CAH044,1,743
CAB005028,1995-11-16,2004-06-15,3,2,WFD091,2,744
CAB005028,2005-06-15,2006-01-18,2,2,CAH044,1,745
CAB005028,2005-06-15,2006-01-18,2,2,WFD091,2,746
CAB005028,2006-01-18,2008-01-15,2,2,CAH044,1,747
CAB005028,2006-01-18,2008-01-15,2,2,WFD091,2,748
CAB005028,2008-01-15,2013-01-15,2,2,CAH044,1,749
CAB005028,2008-01-15,2013-01-15,2,2,WFD091,2,750
CAB005037,NA,NA,NA,NA,CAB005,2,751
CAB005040,1995-11-16,1999-12-15,3,2,CAB005,2,752
CAB005040,1995-11-16,1999-12-15,3,2,CAM097,2,753
CAB005040,2001-02-15,2004-11-22,2,2,CAB005,2,754
CAB005040,2001-02-15,2004-11-22,2,2,CAM097,2,755
CAB005040,2004-11-22,2007-03-14,2,2,CAB005,2,756
CAB005040,2004-11-22,2007-03-14,2,2,CAM097,2,757
CAB005040,2007-04-07,2013-10-15,2,2,CAB005,2,758
CAB005040,2007-04-07,2013-10-15,2,2,CAM097,2,759
CAB005043,1995-11-16,2019-06-15,3,2,CAB005,2,760
CAB005043,1995-11-16,2019-06-15,3,2,SGS011,2,761
CAB005053,1995-11-16,2001-02-15,3,2,NAF014,2,762
CAB005053,2001-02-15,2003-03-15,2,2,NAF014,2,763
CAB005053,2003-03-15,2003-09-15,2,2,NAF014,2,764
CAB005053,2003-09-15,2011-09-15,2,2,NAF014,2,765
CAB005053,2011-09-15,2017-03-15,2,2,NAF014,2,766
CAB005088,2004-06-15,2008-07-15,2,2,SGT075,2,767
CAB005088,2012-06-15,2018-06-01,2,2,SGT075,2,768
CAB005117,NA,NA,NA,NA,CAB005,2,769
CAB007003,1995-11-16,2000-07-15,3,2,CAB007,2,770
CAB007003,1995-11-16,2000-07-15,3,2,CAM116,2,771
CAB007004,1995-11-16,2007-07-15,3,2,CAB007,2,772
CAB007010,1999-12-15,2003-11-15,2,2,CAB007,2,773
CAB007010,2003-11-15,2004-08-15,2,2,CAB007,2,774
CAB007010,2004-08-15,2007-08-15,2,2,CAB007,2,775
CAB007010,2007-08-15,2014-04-15,2,2,CAB007,2,776
CAB008003,1995-11-16,2003-02-15,3,2,CAB007,2,777
CAB008003,1995-11-16,2003-02-15,3,2,CAB008,2,778
CAB008003,2003-02-15,2005-10-17,2,2,CAB007,2,779
CAB008003,2003-02-15,2005-10-17,2,2,CAB008,2,780
CAB008006,1995-11-16,2002-08-15,3,2,CAB008,2,781
CAB008006,2002-08-15,2003-03-15,2,2,CAB008,2,782
CAB008006,2003-03-15,2007-03-25,2,2,CAB008,2,783
CAB008023,1999-03-13,2003-02-15,1,2,CAB007,2,784
CAB008023,2003-02-15,2015-06-15,2,2,CAB007,2,785
CAB008026,2007-05-10,2008-03-15,2,2,CAB001,2,786
CAB008026,2007-05-10,2008-03-15,2,2,CAB008,2,787
CAB008026,2008-03-15,2011-12-15,2,2,CAB001,2,788
CAB008026,2008-03-15,2011-12-15,2,2,CAB008,2,789
CAB009015,2005-11-14,2008-08-15,2,2,CAK017,2,790
CAB009015,2005-11-14,2008-08-15,2,2,CAP050,2,791
CAB009015,2008-04-15,2010-04-15,2,2,CAK017,2,792
CAB009015,2008-04-15,2010-04-15,2,2,CAP050,2,793
CAB010012,2013-10-15,2014-09-15,2,2,CAB010,2,794
CAB011008,1995-11-16,1999-12-15,3,2,CAP033,2,795
CAB011008,1995-11-16,1999-12-15,3,2,CAU051,2,796
CAB011008,1995-11-16,1999-12-15,3,2,WFG162,2,797
CAB011008,1995-11-16,1999-12-15,3,2,WFG207,2,798
CAB011008,2002-03-13,2003-08-04,2,2,CAP033,2,799
CAB011008,2002-03-13,2003-08-04,2,2,CAU051,2,800
CAB011008,2002-03-13,2003-08-04,2,2,WFG162,2,801
CAB011008,2002-03-13,2003-08-04,2,2,WFG207,2,802
CAB011008,2003-08-04,2008-09-15,2,2,CAP033,2,803
CAB011008,2003-08-04,2008-09-15,2,2,CAU051,2,804
CAB011008,2003-08-04,2008-09-15,2,2,WFG162,2,805
CAB011008,2003-08-04,2008-09-15,2,2,WFG207,2,806
CAB011008,2008-09-09,2012-09-15,2,2,CAP033,2,807
CAB011008,2008-09-09,2012-09-15,2,2,CAU051,2,808
CAB011008,2008-09-09,2012-09-15,2,2,WFG162,2,809
CAB011008,2008-09-09,2012-09-15,2,2,WFG207,2,810
CAB011009,1995-11-16,2007-04-15,3,2,CAB011,2,811
CAB011013,1995-11-16,1999-12-15,3,2,CAD022,2,812
CAB011013,1995-11-16,1999-12-15,3,2,CAE057,2,813
CAB011013,2001-02-15,2005-05-15,2,2,CAD022,2,814
CAB011013,2001-02-15,2005-05-15,2,2,CAE057,2,815
CAB011013,2006-03-15,2007-09-04,2,2,CAD022,2,816
CAB011013,2006-03-15,2007-09-04,2,2,CAE057,2,817
CAB011013,2008-02-15,2009-04-15,2,2,CAD022,2,818
CAB011013,2008-02-15,2009-04-15,2,2,CAE057,2,819
CAB011013,2009-04-15,2011-08-15,2,2,CAD022,2,820
CAB011013,2009-04-15,2011-08-15,2,2,CAE057,2,821
CAB011013,2011-12-15,2019-07-15,2,2,CAD022,2,822
CAB011013,2011-12-15,2019-07-15,2,2,CAE057,2,823
CAB011022,1998-06-15,2001-09-15,2,2,CAB011,2,824
CAB012002,1999-12-15,2014-05-15,2,2,CAB012,2,825
CAB012002,2014-05-15,2018-01-15,2,2,CAB012,2,826
CAB012002,2018-01-15,2019-06-15,2,2,CAB012,2,827
CAB012050,2010-06-15,2011-12-15,2,2,CAB012,2,828
CAB012053,2012-08-15,2014-05-15,2,2,CAB010,2,829
CAB012053,2012-08-15,2014-05-15,2,2,CAB012,2,830
CAB012053,2014-05-15,2018-01-15,2,2,CAB010,2,831
CAB012053,2014-05-15,2018-01-15,2,2,CAB012,2,832
CAB012053,2018-01-15,2018-08-15,2,2,CAB010,2,833
CAB012053,2018-01-15,2018-08-15,2,2,CAB012,2,834
CAB013016,1995-11-16,2000-09-15,3,2,CAB013,2,835
CAB013016,2000-09-15,2001-03-15,2,2,CAB013,2,836
CAB013016,2001-03-15,2003-11-15,2,2,CAB013,2,837
CAB013027,2002-07-22,2005-05-15,2,2,CAB013,2,838
CAB013033,2009-06-15,2010-12-15,2,2,CAB013,2,839
CAB013033,2011-12-28,2017-06-15,2,2,CAB013,2,840
CAB013034,NA,NA,NA,NA,CAB013,2,841
CAB014021,NA,NA,NA,NA,CAB014,2,842
CAB014024,NA,NA,NA,NA,CAB014,2,843
CAB015006,1995-11-16,2001-06-15,3,2,CAE057,2,844
CAB015006,2001-06-15,2006-11-15,2,2,CAE057,2,845
CAB015008,1995-11-16,1999-12-15,3,2,CAL096,2,846
CAB015008,2003-06-28,2007-08-12,2,2,CAL096,2,847
CAB015008,2007-08-12,2008-09-15,2,2,CAL096,2,848
CAB015008,2008-09-15,2010-08-15,2,2,CAL096,2,849
CAB015008,2014-06-15,2018-09-15,2,2,CAL096,2,850
CAB015014,1995-11-16,1999-12-15,3,2,CAU026,2,851
